well_id,year,analyte,value,unit,remark
W021,2000,nitrate_n_mg_l,26.4962,mg/L as N,measured
W021,2000,ammonium_n_mg_l,5.02199,mg/L as N,measured
W021,2000,chloride_mg_l,175.36485,mg/L,measured
W021,2000,specific_conductance_us_cm,1694.65603,uS/cm,measured
W021,2002,nitrate_n_mg_l,20.28277,mg/L as N,measured
W021,2002,ammonium_n_mg_l,4.63539,mg/L as N,measured
W021,2002,chloride_mg_l,185.53578,mg/L,measured
W021,2002,specific_conductance_us_cm,1139.40091,uS/cm,measured
W021,2004,nitrate_n_mg_l,20.60031,mg/L as N,measured
W021,2004,ammonium_n_mg_l,4.3836,mg/L as N,measured
W021,2004,chloride_mg_l,153.62828,mg/L,measured
W021,2004,specific_conductance_us_cm,1068.19477,uS/cm,measured
W021,2006,nitrate_n_mg_l,16.32192,mg/L as N,measured
W021,2006,ammonium_n_mg_l,4.71457,mg/L as N,measured
W021,2006,chloride_mg_l,162.32057,mg/L,measured
W021,2006,specific_conductance_us_cm,800.92734,uS/cm,measured
W021,2008,nitrate_n_mg_l,13.55779,mg/L as N,measured
W021,2008,ammonium_n_mg_l,3.90053,mg/L as N,measured
W021,2008,chloride_mg_l,125.08083,mg/L,measured
W021,2008,specific_conductance_us_cm,651.62792,uS/cm,measured
W022,1978,ammonium_n_mg_l,0.04227,mg/L as N,measured
W022,1978,chloride_mg_l,15.03052,mg/L,measured
W022,1978,specific_conductance_us_cm,75.18539,uS/cm,less_than_detection
W022,1980,nitrate_n_mg_l,0.24981,mg/L as N,measured
W022,1980,ammonium_n_mg_l,0.00368,mg/L as N,measured
W022,1980,chloride_mg_l,21.5069,mg/L,measured
W022,1980,specific_conductance_us_cm,117.65712,uS/cm,measured
W022,1982,ammonium_n_mg_l,0.03091,mg/L as N,less_than_detection
W022,1982,chloride_mg_l,20.44841,mg/L,measured
W022,1982,specific_conductance_us_cm,171.374,uS/cm,measured
W022,1984,nitrate_n_mg_l,0.60555,mg/L as N,measured
W022,1984,ammonium_n_mg_l,0.21703,mg/L as N,measured
W022,1984,chloride_mg_l,12.53404,mg/L,less_than_detection
W022,1984,specific_conductance_us_cm,133.50608,uS/cm,measured
W022,1986,nitrate_n_mg_l,0.78046,mg/L as N,measured
W022,1986,ammonium_n_mg_l,0.19237,mg/L as N,measured
W022,1986,chloride_mg_l,24.45954,mg/L,measured
W022,1986,specific_conductance_us_cm,231.70695,uS/cm,measured
W022,1988,nitrate_n_mg_l,1.02461,mg/L as N,measured
W022,1988,ammonium_n_mg_l,0.2349,mg/L as N,measured
W022,1988,chloride_mg_l,33.88751,mg/L,measured
W022,1988,specific_conductance_us_cm,203.96442,uS/cm,measured
W022,1990,nitrate_n_mg_l,1.4005,mg/L as N,measured
W022,1990,ammonium_n_mg_l,0.27001,mg/L as N,measured
W022,1990,chloride_mg_l,36.12444,mg/L,measured
W022,1990,specific_conductance_us_cm,288.16379,uS/cm,measured
W022,1992,nitrate_n_mg_l,1.82761,mg/L as N,measured
W022,1992,ammonium_n_mg_l,0.32926,mg/L as N,measured
W022,1992,chloride_mg_l,45.0273,mg/L,measured
W022,1992,specific_conductance_us_cm,332.74445,uS/cm,measured
W022,1994,nitrate_n_mg_l,2.41378,mg/L as N,measured
W022,1994,ammonium_n_mg_l,0.40395,mg/L as N,measured
W022,1994,chloride_mg_l,58.13509,mg/L,measured
W022,1994,specific_conductance_us_cm,458.73058,uS/cm,measured
W022,1996,nitrate_n_mg_l,3.07515,mg/L as N,measured
W022,1996,ammonium_n_mg_l,0.45698,mg/L as N,measured
W022,1996,chloride_mg_l,67.27369,mg/L,measured
W022,1996,specific_conductance_us_cm,520.64123,uS/cm,measured
W022,1998,nitrate_n_mg_l,4.19259,mg/L as N,measured
W022,1998,ammonium_n_mg_l,0.57643,mg/L as N,measured
W022,1998,chloride_mg_l,96.65713,mg/L,measured
W022,1998,specific_conductance_us_cm,581.66185,uS/cm,measured
W022,2000,nitrate_n_mg_l,5.34324,mg/L as N,measured
W022,2000,ammonium_n_mg_l,0.62391,mg/L as N,measured
W022,2000,chloride_mg_l,127.15973,mg/L,measured
W022,2000,specific_conductance_us_cm,784.70963,uS/cm,measured
W022,2002,nitrate_n_mg_l,7.75206,mg/L as N,measured
W022,2002,ammonium_n_mg_l,0.94085,mg/L as N,measured
W022,2002,chloride_mg_l,117.99961,mg/L,measured
W022,2002,specific_conductance_us_cm,805.60803,uS/cm,measured
W022,2004,nitrate_n_mg_l,8.40116,mg/L as N,measured
W022,2004,ammonium_n_mg_l,0.88121,mg/L as N,measured
W022,2004,chloride_mg_l,115.04169,mg/L,measured
W022,2004,specific_conductance_us_cm,582.36164,uS/cm,measured
W022,2006,nitrate_n_mg_l,8.18923,mg/L as N,measured
W022,2006,ammonium_n_mg_l,1.16864,mg/L as N,measured
W022,2006,chloride_mg_l,89.25844,mg/L,measured
W022,2006,specific_conductance_us_cm,538.71681,uS/cm,measured
W022,2008,nitrate_n_mg_l,8.86308,mg/L as N,measured
W022,2008,ammonium_n_mg_l,1.19798,mg/L as N,measured
W022,2008,chloride_mg_l,80.22342,mg/L,measured
W022,2008,specific_conductance_us_cm,562.65701,uS/cm,measured
W023,1978,nitrate_n_mg_l,0.13487,mg/L as N,measured
W023,1978,ammonium_n_mg_l,0.0,mg/L as N,measured
W023,1978,chloride_mg_l,20.14325,mg/L,measured
W023,1978,specific_conductance_us_cm,69.95294,uS/cm,less_than_detection
W023,1980,nitrate_n_mg_l,0.12734,mg/L as N,measured
W023,1980,ammonium_n_mg_l,0.06032,mg/L as N,measured
W023,1980,chloride_mg_l,16.42921,mg/L,measured
W023,1980,specific_conductance_us_cm,141.7177,uS/cm,measured
W023,1982,nitrate_n_mg_l,0.27389,mg/L as N,measured
W023,1982,ammonium_n_mg_l,0.0226,mg/L as N,measured
W023,1982,specific_conductance_us_cm,135.12304,uS/cm,measured
W023,1984,nitrate_n_mg_l,0.20726,mg/L as N,measured
W023,1984,ammonium_n_mg_l,0.20706,mg/L as N,measured
W023,1984,chloride_mg_l,21.40205,mg/L,measured
W023,1984,specific_conductance_us_cm,107.73926,uS/cm,measured
W023,1986,nitrate_n_mg_l,0.40889,mg/L as N,measured
W023,1986,ammonium_n_mg_l,0.12296,mg/L as N,measured
W023,1986,chloride_mg_l,20.27263,mg/L,measured
W023,1986,specific_conductance_us_cm,150.69049,uS/cm,measured
W023,1988,nitrate_n_mg_l,0.41956,mg/L as N,measured
W023,1988,ammonium_n_mg_l,0.19222,mg/L as N,measured
W023,1988,specific_conductance_us_cm,184.21578,uS/cm,measured
W023,1990,nitrate_n_mg_l,0.44949,mg/L as N,measured
W023,1990,ammonium_n_mg_l,0.11444,mg/L as N,measured
W023,1990,chloride_mg_l,21.51963,mg/L,measured
W023,1990,specific_conductance_us_cm,184.05979,uS/cm,measured
W023,1992,nitrate_n_mg_l,0.53105,mg/L as N,measured
W023,1992,ammonium_n_mg_l,0.15739,mg/L as N,measured
W023,1992,chloride_mg_l,22.78865,mg/L,measured
W023,1992,specific_conductance_us_cm,201.70541,uS/cm,measured
W023,1994,nitrate_n_mg_l,0.57029,mg/L as N,measured
W023,1994,ammonium_n_mg_l,0.1069,mg/L as N,measured
W023,1994,chloride_mg_l,12.46639,mg/L,less_than_detection
W023,1994,specific_conductance_us_cm,182.20113,uS/cm,measured
W023,1996,nitrate_n_mg_l,0.57907,mg/L as N,measured
W023,1996,ammonium_n_mg_l,0.15325,mg/L as N,measured
W023,1996,chloride_mg_l,21.76007,mg/L,measured
W023,1996,specific_conductance_us_cm,177.84644,uS/cm,measured
W023,1998,nitrate_n_mg_l,0.75127,mg/L as N,measured
W023,1998,ammonium_n_mg_l,0.1159,mg/L as N,measured
W023,1998,specific_conductance_us_cm,229.27925,uS/cm,measured
W023,2000,nitrate_n_mg_l,1.15758,mg/L as N,measured
W023,2000,chloride_mg_l,42.16275,mg/L,measured
W023,2000,specific_conductance_us_cm,256.50565,uS/cm,measured
W023,2002,nitrate_n_mg_l,1.37557,mg/L as N,measured
W023,2002,ammonium_n_mg_l,0.16865,mg/L as N,measured
W023,2002,chloride_mg_l,66.15851,mg/L,measured
W023,2002,specific_conductance_us_cm,421.36721,uS/cm,measured
W023,2004,nitrate_n_mg_l,2.02264,mg/L as N,measured
W023,2004,ammonium_n_mg_l,0.21065,mg/L as N,measured
W023,2004,chloride_mg_l,70.5234,mg/L,measured
W023,2004,specific_conductance_us_cm,610.14315,uS/cm,measured
W023,2006,nitrate_n_mg_l,2.52863,mg/L as N,measured
W023,2006,ammonium_n_mg_l,0.20675,mg/L as N,measured
W023,2006,chloride_mg_l,103.79564,mg/L,measured
W023,2006,specific_conductance_us_cm,805.53639,uS/cm,measured
W023,2008,nitrate_n_mg_l,4.12128,mg/L as N,measured
W023,2008,ammonium_n_mg_l,0.2882,mg/L as N,measured
W023,2008,chloride_mg_l,134.78271,mg/L,measured
W023,2008,specific_conductance_us_cm,773.77576,uS/cm,measured
W024,1978,nitrate_n_mg_l,0.12138,mg/L as N,measured
W024,1978,ammonium_n_mg_l,0.03172,mg/L as N,measured
W024,1978,chloride_mg_l,15.78708,mg/L,measured
W024,1978,specific_conductance_us_cm,135.12993,uS/cm,measured
W024,1980,nitrate_n_mg_l,0.13455,mg/L as N,measured
W024,1980,ammonium_n_mg_l,0.09632,mg/L as N,measured
W024,1980,chloride_mg_l,18.09666,mg/L,measured
W024,1980,specific_conductance_us_cm,136.54381,uS/cm,measured
W024,1982,nitrate_n_mg_l,0.27314,mg/L as N,measured
W024,1982,ammonium_n_mg_l,0.01981,mg/L as N,measured
W024,1982,chloride_mg_l,20.74767,mg/L,measured
W024,1982,specific_conductance_us_cm,135.09456,uS/cm,measured
W024,1984,nitrate_n_mg_l,0.17527,mg/L as N,measured
W024,1984,ammonium_n_mg_l,0.0,mg/L as N,measured
W024,1984,chloride_mg_l,19.68513,mg/L,measured
W024,1984,specific_conductance_us_cm,119.63598,uS/cm,measured
W024,1986,nitrate_n_mg_l,0.30377,mg/L as N,measured
W024,1986,ammonium_n_mg_l,0.10704,mg/L as N,measured
W024,1986,chloride_mg_l,19.00509,mg/L,measured
W024,1986,specific_conductance_us_cm,133.30817,uS/cm,measured
W024,1988,nitrate_n_mg_l,0.36944,mg/L as N,measured
W024,1988,ammonium_n_mg_l,0.09596,mg/L as N,measured
W024,1988,chloride_mg_l,11.47433,mg/L,less_than_detection
W024,1990,nitrate_n_mg_l,0.41241,mg/L as N,measured
W024,1990,chloride_mg_l,21.66738,mg/L,measured
W024,1990,specific_conductance_us_cm,155.61249,uS/cm,measured
W024,1992,nitrate_n_mg_l,0.47926,mg/L as N,measured
W024,1992,ammonium_n_mg_l,0.13784,mg/L as N,measured
W024,1992,chloride_mg_l,20.63625,mg/L,measured
W024,1992,specific_conductance_us_cm,188.47106,uS/cm,measured
W024,1994,nitrate_n_mg_l,0.53699,mg/L as N,measured
W024,1994,ammonium_n_mg_l,0.15625,mg/L as N,measured
W024,1994,chloride_mg_l,12.18594,mg/L,less_than_detection
W024,1994,specific_conductance_us_cm,85.47036,uS/cm,less_than_detection
W024,1996,nitrate_n_mg_l,0.50871,mg/L as N,measured
W024,1996,ammonium_n_mg_l,0.10521,mg/L as N,measured
W024,1996,chloride_mg_l,24.12964,mg/L,measured
W024,1996,specific_conductance_us_cm,178.21482,uS/cm,measured
W024,1998,nitrate_n_mg_l,0.61487,mg/L as N,measured
W024,1998,ammonium_n_mg_l,0.15432,mg/L as N,measured
W024,1998,specific_conductance_us_cm,234.09949,uS/cm,measured
W024,2000,nitrate_n_mg_l,0.76994,mg/L as N,measured
W024,2000,ammonium_n_mg_l,0.11478,mg/L as N,measured
W024,2000,chloride_mg_l,33.01343,mg/L,measured
W024,2000,specific_conductance_us_cm,241.3155,uS/cm,measured
W024,2002,nitrate_n_mg_l,1.05837,mg/L as N,measured
W024,2002,ammonium_n_mg_l,0.23066,mg/L as N,measured
W024,2002,chloride_mg_l,40.33958,mg/L,measured
W024,2002,specific_conductance_us_cm,356.18749,uS/cm,measured
W024,2004,nitrate_n_mg_l,1.28878,mg/L as N,measured
W024,2004,ammonium_n_mg_l,0.15268,mg/L as N,measured
W024,2004,chloride_mg_l,49.3944,mg/L,measured
W024,2004,specific_conductance_us_cm,385.12684,uS/cm,measured
W024,2006,nitrate_n_mg_l,1.90917,mg/L as N,measured
W024,2006,ammonium_n_mg_l,0.20937,mg/L as N,measured
W024,2006,chloride_mg_l,70.80989,mg/L,measured
W024,2006,specific_conductance_us_cm,578.95014,uS/cm,measured
W024,2008,nitrate_n_mg_l,2.37796,mg/L as N,measured
W024,2008,ammonium_n_mg_l,0.13068,mg/L as N,measured
W024,2008,chloride_mg_l,84.57657,mg/L,measured
W024,2008,specific_conductance_us_cm,671.89178,uS/cm,measured
W024,2016,nitrate_n_mg_l,7.36281,mg/L as N,measured
W024,2016,chloride_mg_l,160.46857,mg/L,measured
W024,2016,specific_conductance_us_cm,985.20969,uS/cm,measured
W025,1978,ammonium_n_mg_l,0.10215,mg/L as N,measured
W025,1978,chloride_mg_l,18.20128,mg/L,measured
W025,1978,specific_conductance_us_cm,71.33357,uS/cm,less_than_detection
W025,1980,nitrate_n_mg_l,0.31932,mg/L as N,measured
W025,1980,ammonium_n_mg_l,0.05929,mg/L as N,measured
W025,1980,chloride_mg_l,20.4302,mg/L,measured
W025,1980,specific_conductance_us_cm,158.99057,uS/cm,measured
W025,1982,nitrate_n_mg_l,0.58198,mg/L as N,measured
W025,1982,ammonium_n_mg_l,0.12375,mg/L as N,measured
W025,1982,chloride_mg_l,21.08677,mg/L,measured
W025,1982,specific_conductance_us_cm,181.08473,uS/cm,measured
W025,1984,nitrate_n_mg_l,0.72751,mg/L as N,measured
W025,1984,ammonium_n_mg_l,0.20092,mg/L as N,measured
W025,1984,chloride_mg_l,10.92691,mg/L,less_than_detection
W025,1986,nitrate_n_mg_l,1.22867,mg/L as N,measured
W025,1986,ammonium_n_mg_l,0.25328,mg/L as N,measured
W025,1986,chloride_mg_l,27.16515,mg/L,measured
W025,1988,nitrate_n_mg_l,2.09563,mg/L as N,measured
W025,1988,ammonium_n_mg_l,0.43989,mg/L as N,measured
W025,1988,chloride_mg_l,44.17284,mg/L,measured
W025,1988,specific_conductance_us_cm,327.27789,uS/cm,measured
W025,1990,nitrate_n_mg_l,3.45299,mg/L as N,measured
W025,1990,ammonium_n_mg_l,0.52337,mg/L as N,measured
W025,1990,chloride_mg_l,68.08585,mg/L,measured
W025,1990,specific_conductance_us_cm,617.80237,uS/cm,measured
W025,1992,nitrate_n_mg_l,6.29175,mg/L as N,measured
W025,1992,ammonium_n_mg_l,0.88491,mg/L as N,measured
W025,1992,specific_conductance_us_cm,827.67326,uS/cm,measured
W025,1994,nitrate_n_mg_l,9.86423,mg/L as N,measured
W025,1994,ammonium_n_mg_l,1.13339,mg/L as N,measured
W025,1994,chloride_mg_l,172.93499,mg/L,measured
W025,1994,specific_conductance_us_cm,1121.97161,uS/cm,measured
W025,1996,nitrate_n_mg_l,11.37158,mg/L as N,measured
W025,1996,ammonium_n_mg_l,1.60725,mg/L as N,measured
W025,1996,chloride_mg_l,157.58531,mg/L,measured
W025,1996,specific_conductance_us_cm,1320.85366,uS/cm,measured
W025,1998,nitrate_n_mg_l,11.06251,mg/L as N,measured
W025,1998,ammonium_n_mg_l,2.13542,mg/L as N,measured
W025,1998,chloride_mg_l,220.69381,mg/L,measured
W025,1998,specific_conductance_us_cm,1553.45587,uS/cm,measured
W025,2000,nitrate_n_mg_l,19.05299,mg/L as N,measured
W025,2000,ammonium_n_mg_l,2.57205,mg/L as N,measured
W025,2000,chloride_mg_l,166.1942,mg/L,measured
W025,2000,specific_conductance_us_cm,1179.08156,uS/cm,measured
W025,2002,nitrate_n_mg_l,18.56109,mg/L as N,measured
W025,2002,ammonium_n_mg_l,2.79102,mg/L as N,measured
W025,2002,chloride_mg_l,152.11402,mg/L,measured
W025,2002,specific_conductance_us_cm,1128.26601,uS/cm,measured
W025,2004,nitrate_n_mg_l,18.43032,mg/L as N,measured
W025,2004,ammonium_n_mg_l,3.12709,mg/L as N,measured
W025,2004,chloride_mg_l,147.02744,mg/L,measured
W025,2004,specific_conductance_us_cm,1012.85291,uS/cm,measured
W025,2006,nitrate_n_mg_l,13.81314,mg/L as N,measured
W025,2006,ammonium_n_mg_l,3.13877,mg/L as N,measured
W025,2006,chloride_mg_l,143.12908,mg/L,measured
W025,2008,nitrate_n_mg_l,13.98276,mg/L as N,measured
W025,2008,ammonium_n_mg_l,2.72677,mg/L as N,measured
W025,2008,chloride_mg_l,116.9831,mg/L,measured
W025,2008,specific_conductance_us_cm,691.93018,uS/cm,measured
W026,2010,nitrate_n_mg_l,5.05038,mg/L as N,measured
W026,2010,chloride_mg_l,114.5389,mg/L,measured
W026,2010,specific_conductance_us_cm,872.40615,uS/cm,measured
W026,2012,nitrate_n_mg_l,4.47969,mg/L as N,measured
W026,2012,ammonium_n_mg_l,0.34068,mg/L as N,measured
W026,2012,chloride_mg_l,101.58333,mg/L,measured
W026,2012,specific_conductance_us_cm,878.83365,uS/cm,measured
W026,2014,nitrate_n_mg_l,6.65781,mg/L as N,measured
W026,2014,ammonium_n_mg_l,0.4555,mg/L as N,measured
W026,2014,chloride_mg_l,126.60605,mg/L,measured
W026,2014,specific_conductance_us_cm,813.88621,uS/cm,measured
W026,2016,nitrate_n_mg_l,7.08006,mg/L as N,measured
W026,2016,ammonium_n_mg_l,0.61848,mg/L as N,measured
W026,2016,chloride_mg_l,150.92116,mg/L,measured
W026,2016,specific_conductance_us_cm,856.30849,uS/cm,measured
W026,2018,nitrate_n_mg_l,7.21434,mg/L as N,measured
W026,2018,ammonium_n_mg_l,0.67867,mg/L as N,measured
W026,2018,chloride_mg_l,124.5972,mg/L,measured
W026,2018,specific_conductance_us_cm,652.29225,uS/cm,measured
W027,1978,nitrate_n_mg_l,0.14237,mg/L as N,measured
W027,1978,ammonium_n_mg_l,0.0,mg/L as N,less_than_detection
W027,1978,chloride_mg_l,17.2606,mg/L,measured
W027,1978,specific_conductance_us_cm,65.33888,uS/cm,less_than_detection
W027,1980,nitrate_n_mg_l,0.104,mg/L as N,less_than_detection
W027,1980,ammonium_n_mg_l,0.0,mg/L as N,measured
W027,1980,chloride_mg_l,18.92022,mg/L,measured
W027,1980,specific_conductance_us_cm,163.51468,uS/cm,measured
W027,1982,nitrate_n_mg_l,0.27043,mg/L as N,measured
W027,1982,ammonium_n_mg_l,0.04995,mg/L as N,measured
W027,1982,chloride_mg_l,19.01968,mg/L,measured
W027,1982,specific_conductance_us_cm,160.57726,uS/cm,measured
W027,1984,nitrate_n_mg_l,0.31429,mg/L as N,measured
W027,1984,ammonium_n_mg_l,0.10622,mg/L as N,measured
W027,1984,chloride_mg_l,9.03498,mg/L,less_than_detection
W027,1984,specific_conductance_us_cm,172.01095,uS/cm,measured
W027,1986,nitrate_n_mg_l,0.38823,mg/L as N,measured
W027,1986,ammonium_n_mg_l,0.1103,mg/L as N,measured
W027,1986,chloride_mg_l,10.70519,mg/L,less_than_detection
W027,1986,specific_conductance_us_cm,130.20119,uS/cm,measured
W027,1988,nitrate_n_mg_l,0.39716,mg/L as N,measured
W027,1988,ammonium_n_mg_l,0.12217,mg/L as N,measured
W027,1988,chloride_mg_l,24.1732,mg/L,measured
W027,1988,specific_conductance_us_cm,170.11792,uS/cm,measured
W027,1990,nitrate_n_mg_l,0.4985,mg/L as N,measured
W027,1990,ammonium_n_mg_l,0.19856,mg/L as N,measured
W027,1990,chloride_mg_l,20.2026,mg/L,measured
W027,1990,specific_conductance_us_cm,168.81277,uS/cm,measured
W027,1992,nitrate_n_mg_l,0.51894,mg/L as N,measured
W027,1992,ammonium_n_mg_l,0.11692,mg/L as N,measured
W027,1992,chloride_mg_l,24.41542,mg/L,measured
W027,1992,specific_conductance_us_cm,143.09168,uS/cm,measured
W027,1994,nitrate_n_mg_l,0.69092,mg/L as N,measured
W027,1994,chloride_mg_l,11.42501,mg/L,less_than_detection
W027,1994,specific_conductance_us_cm,186.07066,uS/cm,measured
W027,1996,nitrate_n_mg_l,0.77897,mg/L as N,measured
W027,1996,ammonium_n_mg_l,0.17177,mg/L as N,measured
W027,1996,chloride_mg_l,29.59367,mg/L,measured
W027,1996,specific_conductance_us_cm,198.31957,uS/cm,measured
W027,1998,nitrate_n_mg_l,0.91002,mg/L as N,measured
W027,1998,ammonium_n_mg_l,0.14623,mg/L as N,measured
W027,1998,chloride_mg_l,29.23643,mg/L,measured
W027,1998,specific_conductance_us_cm,259.44339,uS/cm,measured
W027,2000,nitrate_n_mg_l,1.22803,mg/L as N,measured
W027,2000,ammonium_n_mg_l,0.1208,mg/L as N,measured
W027,2000,chloride_mg_l,57.83119,mg/L,measured
W027,2000,specific_conductance_us_cm,406.41984,uS/cm,measured
W027,2002,nitrate_n_mg_l,1.83328,mg/L as N,measured
W027,2002,ammonium_n_mg_l,0.16956,mg/L as N,measured
W027,2002,chloride_mg_l,67.3434,mg/L,measured
W027,2002,specific_conductance_us_cm,493.29877,uS/cm,measured
W027,2004,nitrate_n_mg_l,2.34339,mg/L as N,measured
W027,2004,ammonium_n_mg_l,0.31008,mg/L as N,measured
W027,2004,specific_conductance_us_cm,749.06323,uS/cm,measured
W027,2006,nitrate_n_mg_l,3.42818,mg/L as N,measured
W027,2006,ammonium_n_mg_l,0.27771,mg/L as N,measured
W027,2006,chloride_mg_l,113.64035,mg/L,measured
W027,2006,specific_conductance_us_cm,952.54562,uS/cm,measured
W027,2008,nitrate_n_mg_l,4.3177,mg/L as N,measured
W027,2008,ammonium_n_mg_l,0.29757,mg/L as N,measured
W027,2008,chloride_mg_l,157.49086,mg/L,measured
W027,2008,specific_conductance_us_cm,961.77181,uS/cm,measured
W027,2016,nitrate_n_mg_l,11.15476,mg/L as N,measured
W027,2016,chloride_mg_l,227.09525,mg/L,measured
W027,2016,specific_conductance_us_cm,1305.04074,uS/cm,measured
W028,2010,nitrate_n_mg_l,7.0268,mg/L as N,measured
W028,2010,ammonium_n_mg_l,0.74376,mg/L as N,measured
W028,2010,chloride_mg_l,133.63425,mg/L,measured
W028,2010,specific_conductance_us_cm,798.46959,uS/cm,measured
W028,2012,nitrate_n_mg_l,7.87154,mg/L as N,measured
W028,2012,ammonium_n_mg_l,0.82944,mg/L as N,measured
W028,2012,chloride_mg_l,80.98038,mg/L,measured
W028,2012,specific_conductance_us_cm,669.5213,uS/cm,measured
W028,2014,nitrate_n_mg_l,8.05962,mg/L as N,measured
W028,2014,ammonium_n_mg_l,0.86822,mg/L as N,measured
W028,2014,chloride_mg_l,100.32403,mg/L,measured
W028,2014,specific_conductance_us_cm,647.36517,uS/cm,measured
W028,2016,nitrate_n_mg_l,8.14736,mg/L as N,measured
W028,2016,ammonium_n_mg_l,0.76199,mg/L as N,measured
W028,2016,chloride_mg_l,73.30747,mg/L,measured
W028,2016,specific_conductance_us_cm,651.64288,uS/cm,measured
W028,2018,ammonium_n_mg_l,0.86005,mg/L as N,measured
W028,2018,chloride_mg_l,80.99238,mg/L,measured
W028,2018,specific_conductance_us_cm,555.29865,uS/cm,measured
W029,2010,nitrate_n_mg_l,3.37798,mg/L as N,measured
W029,2010,ammonium_n_mg_l,0.2078,mg/L as N,measured
W029,2010,chloride_mg_l,108.81416,mg/L,measured
W029,2012,nitrate_n_mg_l,4.49604,mg/L as N,measured
W029,2012,ammonium_n_mg_l,0.24784,mg/L as N,measured
W029,2012,chloride_mg_l,122.46136,mg/L,measured
W029,2012,specific_conductance_us_cm,848.61707,uS/cm,measured
W029,2014,nitrate_n_mg_l,4.89579,mg/L as N,measured
W029,2014,ammonium_n_mg_l,0.27863,mg/L as N,measured
W029,2014,chloride_mg_l,165.36994,mg/L,measured
W029,2016,nitrate_n_mg_l,6.24934,mg/L as N,measured
W029,2016,ammonium_n_mg_l,0.44644,mg/L as N,measured
W029,2016,chloride_mg_l,178.87931,mg/L,measured
W029,2016,specific_conductance_us_cm,1150.19558,uS/cm,measured
W029,2018,ammonium_n_mg_l,0.48046,mg/L as N,measured
W029,2018,chloride_mg_l,203.13784,mg/L,measured
W029,2018,specific_conductance_us_cm,1307.85053,uS/cm,measured
W030,1978,nitrate_n_mg_l,0.11963,mg/L as N,measured
W030,1978,ammonium_n_mg_l,0.07343,mg/L as N,measured
W030,1978,chloride_mg_l,21.14875,mg/L,measured
W030,1978,specific_conductance_us_cm,70.66311,uS/cm,less_than_detection
W030,1980,nitrate_n_mg_l,0.34577,mg/L as N,measured
W030,1980,ammonium_n_mg_l,0.06516,mg/L as N,measured
W030,1980,chloride_mg_l,18.07743,mg/L,measured
W030,1980,specific_conductance_us_cm,157.2287,uS/cm,measured
W030,1982,ammonium_n_mg_l,0.12298,mg/L as N,measured
W030,1982,chloride_mg_l,10.85727,mg/L,less_than_detection
W030,1984,nitrate_n_mg_l,0.48676,mg/L as N,measured
W030,1984,ammonium_n_mg_l,0.10349,mg/L as N,measured
W030,1984,chloride_mg_l,23.49637,mg/L,measured
W030,1984,specific_conductance_us_cm,180.87644,uS/cm,measured
W030,1986,nitrate_n_mg_l,0.70387,mg/L as N,measured
W030,1986,ammonium_n_mg_l,0.15898,mg/L as N,measured
W030,1986,chloride_mg_l,26.65055,mg/L,measured
W030,1986,specific_conductance_us_cm,190.38023,uS/cm,measured
W030,1988,nitrate_n_mg_l,0.96264,mg/L as N,measured
W030,1988,ammonium_n_mg_l,0.17881,mg/L as N,measured
W030,1988,chloride_mg_l,28.86642,mg/L,measured
W030,1988,specific_conductance_us_cm,146.10835,uS/cm,measured
W030,1990,nitrate_n_mg_l,1.23567,mg/L as N,measured
W030,1990,ammonium_n_mg_l,0.28376,mg/L as N,measured
W030,1990,chloride_mg_l,35.39878,mg/L,measured
W030,1990,specific_conductance_us_cm,238.60691,uS/cm,measured
W030,1992,nitrate_n_mg_l,1.58064,mg/L as N,measured
W030,1992,ammonium_n_mg_l,0.33266,mg/L as N,measured
W030,1992,chloride_mg_l,55.67441,mg/L,measured
W030,1992,specific_conductance_us_cm,358.64243,uS/cm,measured
W030,1994,nitrate_n_mg_l,2.94052,mg/L as N,measured
W030,1994,ammonium_n_mg_l,0.40428,mg/L as N,measured
W030,1994,chloride_mg_l,82.57015,mg/L,measured
W030,1994,specific_conductance_us_cm,608.20801,uS/cm,measured
W030,1996,nitrate_n_mg_l,4.77529,mg/L as N,measured
W030,1996,ammonium_n_mg_l,0.55796,mg/L as N,measured
W030,1996,chloride_mg_l,115.52535,mg/L,measured
W030,1996,specific_conductance_us_cm,807.63744,uS/cm,measured
W030,1998,nitrate_n_mg_l,6.40593,mg/L as N,measured
W030,1998,ammonium_n_mg_l,0.83953,mg/L as N,measured
W030,1998,chloride_mg_l,146.85804,mg/L,measured
W030,1998,specific_conductance_us_cm,1333.80111,uS/cm,measured
W030,2000,nitrate_n_mg_l,8.95749,mg/L as N,measured
W030,2000,ammonium_n_mg_l,1.26774,mg/L as N,measured
W030,2000,chloride_mg_l,217.46162,mg/L,measured
W030,2000,specific_conductance_us_cm,1041.46233,uS/cm,measured
W030,2002,nitrate_n_mg_l,11.50662,mg/L as N,measured
W030,2002,ammonium_n_mg_l,1.38273,mg/L as N,measured
W030,2002,chloride_mg_l,219.31704,mg/L,measured
W030,2002,specific_conductance_us_cm,1211.92894,uS/cm,measured
W030,2004,nitrate_n_mg_l,15.03352,mg/L as N,measured
W030,2004,ammonium_n_mg_l,2.02394,mg/L as N,measured
W030,2004,chloride_mg_l,272.81437,mg/L,measured
W030,2004,specific_conductance_us_cm,1292.99788,uS/cm,measured
W030,2006,nitrate_n_mg_l,17.83581,mg/L as N,measured
W030,2006,ammonium_n_mg_l,1.89024,mg/L as N,measured
